implementation,n_features,n_samples,seed,accuracy,f1,train_time,test_time
MyRandomForest,3500,100,0,0.4666666666666667,0.4595238095238095,0.7944905757904053,0.12112164497375488
RandomForestClassifier,3500,100,0,0.5,0.4972191323692992,0.6298670768737793,0.029526948928833008
MyRandomForest,3900,100,0,0.5333333333333333,0.5122171945701358,0.8878219127655029,0.18271923065185547
RandomForestClassifier,3900,100,0,0.5333333333333333,0.525,0.7059669494628906,0.03319501876831055
MyRandomForest,4100,100,0,0.5666666666666667,0.5622895622895623,0.8904478549957275,0.1694931983947754
RandomForestClassifier,4100,100,0,0.7,0.696969696969697,0.7153751850128174,0.031246662139892578
MyRandomForest,1400,100,0,0.5333333333333333,0.5074074074074075,0.30355334281921387,0.07679224014282227
RandomForestClassifier,1400,100,0,0.5333333333333333,0.5206636500754148,0.2990994453430176,0.029221057891845703
MyRandomForest,2200,100,0,0.5333333333333333,0.5079939668174963,0.5493130683898926,0.08823823928833008
RandomForestClassifier,2200,100,0,0.5666666666666667,0.5623285131627734,0.4289233684539795,0.031754255294799805
MyRandomForest,1300,100,0,0.4666666666666667,0.4377073906485671,0.2874486446380615,0.07652735710144043
RandomForestClassifier,1300,100,0,0.43333333333333335,0.4123456790123457,0.29392528533935547,0.031168699264526367
MyRandomForest,4100,100,0,0.4,0.367420814479638,0.8768901824951172,0.16569757461547852
RandomForestClassifier,4100,100,0,0.5666666666666667,0.5506172839506173,0.7039306163787842,0.03166460990905762
MyRandomForest,4600,100,0,0.5,0.4285714285714286,1.0529990196228027,0.20895934104919434
RandomForestClassifier,4600,100,0,0.4,0.3919642857142857,0.8100693225860596,0.02917003631591797
MyRandomForest,3100,100,0,0.4666666666666667,0.45218702865761695,0.7442467212677002,0.12328314781188965
RandomForestClassifier,3100,100,0,0.5666666666666667,0.5652206154987023,0.5832219123840332,0.03119826316833496
MyRandomForest,800,100,0,0.5333333333333333,0.5333333333333333,0.18315577507019043,0.07812309265136719
RandomForestClassifier,800,100,0,0.5333333333333333,0.5291666666666667,0.2246570587158203,0.031072616577148438
MyRandomForest,1600,100,0,0.5333333333333333,0.49760765550239233,0.3534371852874756,0.07752394676208496
RandomForestClassifier,1600,100,0,0.5666666666666667,0.5661846496106785,0.35196852684020996,0.03375434875488281
MyRandomForest,1900,100,0,0.5333333333333333,0.500925925925926,0.5064101219177246,0.08765745162963867
RandomForestClassifier,1900,100,0,0.5333333333333333,0.4797448165869218,0.3896067142486572,0.02909708023071289
MyRandomForest,1500,100,0,0.4666666666666667,0.4595238095238095,0.3298461437225342,0.08601045608520508
RandomForestClassifier,1500,100,0,0.6,0.6,0.3469979763031006,0.03076648712158203
MyRandomForest,300,100,0,0.5,0.505050505050505,0.1005103588104248,0.07633376121520996
RandomForestClassifier,300,100,0,0.43333333333333335,0.3977142857142857,0.1938934326171875,0.030663251876831055
MyRandomForest,1800,100,0,0.6333333333333333,0.6353726362625138,0.3835873603820801,0.07730555534362793
RandomForestClassifier,1800,100,0,0.43333333333333335,0.4161616161616161,0.3681206703186035,0.030112028121948242
MyRandomForest,3800,100,0,0.5,0.47428571428571425,0.8390414714813232,0.13426566123962402
RandomForestClassifier,3800,100,0,0.5333333333333333,0.5270833333333333,0.6661722660064697,0.02952289581298828
MyRandomForest,2900,100,0,0.43333333333333335,0.382060321190756,0.6918270587921143,0.16396617889404297
RandomForestClassifier,2900,100,0,0.5333333333333333,0.500925925925926,0.533022403717041,0.03071451187133789
MyRandomForest,2000,100,0,0.4666666666666667,0.4666666666666667,0.5385556221008301,0.0885167121887207
RandomForestClassifier,2000,100,0,0.43333333333333335,0.43524130190796856,0.4228370189666748,0.030626535415649414
MyRandomForest,2000,100,0,0.43333333333333335,0.35238095238095235,0.5191166400909424,0.10654067993164062
RandomForestClassifier,2000,100,0,0.4,0.2476190476190476,0.41840410232543945,0.02950572967529297
MyRandomForest,200,100,0,0.5333333333333333,0.5122171945701358,0.0868370532989502,0.07722949981689453
RandomForestClassifier,200,100,0,0.5666666666666667,0.5535353535353535,0.19237041473388672,0.0301511287689209
MyRandomForest,100,100,0,0.5333333333333333,0.5333333333333333,0.07575416564941406,0.07465553283691406
RandomForestClassifier,100,100,0,0.4666666666666667,0.4666666666666667,0.19637393951416016,0.03388619422912598
MyRandomForest,2100,100,0,0.5,0.4983314794215795,0.5570642948150635,0.0879049301147461
RandomForestClassifier,2100,100,0,0.4,0.38371040723981903,0.42107272148132324,0.030006885528564453
MyRandomForest,3500,100,0,0.36666666666666664,0.36032628846866893,0.7992284297943115,0.13323760032653809
RandomForestClassifier,3500,100,0,0.4,0.4,0.6467816829681396,0.029629230499267578
MyRandomForest,2300,100,0,0.4,0.367420814479638,0.5788280963897705,0.08869242668151855
RandomForestClassifier,2300,100,0,0.4666666666666667,0.4148148148148148,0.4636104106903076,0.029572248458862305
MyRandomForest,1400,100,0,0.5333333333333333,0.5291666666666667,0.3089914321899414,0.07932734489440918
RandomForestClassifier,1400,100,0,0.5,0.46298472385428907,0.32159852981567383,0.029390811920166016
MyRandomForest,4300,100,0,0.26666666666666666,0.19537037037037036,0.9420263767242432,0.19395065307617188
RandomForestClassifier,4300,100,0,0.4666666666666667,0.4148148148148148,0.7678964138031006,0.03255581855773926
MyRandomForest,600,100,0,0.3,0.29610678531701884,0.14957427978515625,0.07695531845092773
RandomForestClassifier,600,100,0,0.5,0.48821548821548816,0.21093463897705078,0.03111720085144043
MyRandomForest,5000,100,0,0.5666666666666667,0.5394285714285715,1.0633087158203125,0.20128321647644043
RandomForestClassifier,5000,100,0,0.4666666666666667,0.45714285714285713,0.8550670146942139,0.029541969299316406
MyRandomForest,4400,100,0,0.5666666666666667,0.5652206154987023,0.9391849040985107,0.19910836219787598
RandomForestClassifier,4400,100,0,0.6,0.5891402714932127,0.7687427997589111,0.032691001892089844
MyRandomForest,500,100,0,0.36666666666666664,0.35600448933782264,0.15252971649169922,0.076324462890625
RandomForestClassifier,500,100,0,0.4,0.4,0.1986405849456787,0.029274940490722656
MyRandomForest,2200,100,0,0.5666666666666667,0.5593714927048261,0.5949296951293945,0.08680462837219238
RandomForestClassifier,2200,100,0,0.7,0.6880000000000001,0.4407017230987549,0.029244184494018555
MyRandomForest,2400,100,0,0.5333333333333333,0.5164404223227753,0.6010847091674805,0.08763885498046875
RandomForestClassifier,2400,100,0,0.5,0.4285714285714286,0.4583749771118164,0.02948284149169922
MyRandomForest,2700,100,0,0.4666666666666667,0.4666666666666667,0.6505889892578125,0.0866386890411377
RandomForestClassifier,2700,100,0,0.4666666666666667,0.4666666666666667,0.5168685913085938,0.029840707778930664
MyRandomForest,4000,100,0,0.4,0.3311004784688995,0.9188709259033203,0.15703248977661133
RandomForestClassifier,4000,100,0,0.5,0.4972191323692992,0.6802511215209961,0.030173301696777344
MyRandomForest,2700,100,0,0.5333333333333333,0.5206636500754148,0.6509342193603516,0.0983579158782959
RandomForestClassifier,2700,100,0,0.6,0.5964285714285714,0.5135481357574463,0.02988600730895996
MyRandomForest,5000,100,0,0.6,0.5963800904977375,1.1035642623901367,0.29172420501708984
RandomForestClassifier,5000,100,0,0.5,0.49831649831649827,0.840346097946167,0.0325772762298584
MyRandomForest,1800,100,0,0.5666666666666667,0.5047619047619047,0.38023972511291504,0.07559084892272949
RandomForestClassifier,1800,100,0,0.7,0.6845714285714287,0.37687206268310547,0.02992105484008789
MyRandomForest,3200,100,0,0.4666666666666667,0.43288084464555054,0.7524700164794922,0.12151217460632324
RandomForestClassifier,3200,100,0,0.4,0.3333333333333333,0.593897819519043,0.03186798095703125
MyRandomForest,3000,100,0,0.4666666666666667,0.4666666666666667,0.7028281688690186,0.1240987777709961
RandomForestClassifier,3000,100,0,0.5666666666666667,0.5622895622895623,0.5686557292938232,0.03175806999206543
MyRandomForest,1500,100,0,0.5,0.4383078730904818,0.32860732078552246,0.07825231552124023
RandomForestClassifier,1500,100,0,0.4666666666666667,0.3850079744816587,0.32561802864074707,0.029631853103637695
MyRandomForest,3400,100,0,0.3333333333333333,0.28703703703703703,0.7739162445068359,0.1202852725982666
RandomForestClassifier,3400,100,0,0.36666666666666664,0.36314423433444565,0.6138820648193359,0.02918076515197754
MyRandomForest,2300,100,0,0.5666666666666667,0.5700407860585837,0.5786857604980469,0.1255943775177002
RandomForestClassifier,2300,100,0,0.4,0.30813397129186604,0.4512338638305664,0.03053736686706543
MyRandomForest,300,100,0,0.4666666666666667,0.4666666666666667,0.0976724624633789,0.07640552520751953
RandomForestClassifier,300,100,0,0.4666666666666667,0.4666666666666667,0.19594287872314453,0.030524492263793945
MyRandomForest,2300,100,0,0.7666666666666667,0.7669262143121987,0.5890603065490723,0.08759164810180664
RandomForestClassifier,2300,100,0,0.6666666666666666,0.6666666666666666,0.4546637535095215,0.03021836280822754
MyRandomForest,1600,100,0,0.4666666666666667,0.45218702865761695,0.33811020851135254,0.07661724090576172
RandomForestClassifier,1600,100,0,0.5333333333333333,0.5291666666666667,0.345273494720459,0.02957439422607422
MyRandomForest,2000,100,0,0.5666666666666667,0.5593714927048261,0.5383315086364746,0.08777618408203125
RandomForestClassifier,2000,100,0,0.6333333333333333,0.6186666666666667,0.4063539505004883,0.03277468681335449
MyRandomForest,3500,100,0,0.4666666666666667,0.4570135746606335,0.783822774887085,0.12861108779907227
RandomForestClassifier,3500,100,0,0.3,0.2992213570634038,0.6363773345947266,0.030698299407958984
MyRandomForest,800,100,0,0.4,0.3892857142857143,0.17925763130187988,0.07751202583312988
RandomForestClassifier,800,100,0,0.36666666666666664,0.34747474747474744,0.23108744621276855,0.031067609786987305
MyRandomForest,900,100,0,0.7333333333333333,0.730920060331825,0.20982718467712402,0.07625365257263184
RandomForestClassifier,900,100,0,0.5,0.4983314794215795,0.2444159984588623,0.03502845764160156
MyRandomForest,4700,100,0,0.5666666666666667,0.5333333333333333,1.025346040725708,0.22479748725891113
RandomForestClassifier,4700,100,0,0.4666666666666667,0.4618401206636501,0.8187153339385986,0.03454875946044922
MyRandomForest,300,100,0,0.6,0.5819004524886878,0.0972740650177002,0.07786822319030762
RandomForestClassifier,300,100,0,0.5,0.4848484848484848,0.20163178443908691,0.031511783599853516
MyRandomForest,3900,100,0,0.4,0.35,0.8588101863861084,0.15473628044128418
RandomForestClassifier,3900,100,0,0.4,0.3728506787330316,0.681654691696167,0.030879974365234375
MyRandomForest,1900,100,0,0.43333333333333335,0.35409322365844104,0.5075130462646484,0.087615966796875
RandomForestClassifier,1900,100,0,0.43333333333333335,0.4263997033741194,0.39426302909851074,0.030676603317260742
MyRandomForest,3900,100,0,0.3333333333333333,0.33035714285714285,0.8814141750335693,0.15589213371276855
RandomForestClassifier,3900,100,0,0.4666666666666667,0.4666666666666667,0.6862232685089111,0.029430150985717773
MyRandomForest,1200,100,0,0.6,0.5928571428571429,0.26476263999938965,0.07664036750793457
RandomForestClassifier,1200,100,0,0.5666666666666667,0.5535353535353535,0.29012250900268555,0.03050374984741211
MyRandomForest,3200,100,0,0.5666666666666667,0.5652076318742985,0.7339332103729248,0.12262177467346191
RandomForestClassifier,3200,100,0,0.5666666666666667,0.5652206154987023,0.5749993324279785,0.0312044620513916
MyRandomForest,2900,100,0,0.5333333333333333,0.5333333333333333,0.6604056358337402,0.09920334815979004
RandomForestClassifier,2900,100,0,0.5333333333333333,0.5268518518518519,0.5356523990631104,0.033034324645996094
MyRandomForest,800,100,0,0.5666666666666667,0.5493333333333333,0.19067168235778809,0.07760906219482422
RandomForestClassifier,800,100,0,0.4666666666666667,0.437037037037037,0.23978877067565918,0.03244829177856445
MyRandomForest,4200,100,0,0.4666666666666667,0.46904761904761905,0.926098108291626,0.1676807403564453
RandomForestClassifier,4200,100,0,0.5333333333333333,0.5333333333333333,0.729398250579834,0.031839609146118164
MyRandomForest,1200,100,0,0.4,0.3311004784688995,0.2550215721130371,0.07946181297302246
RandomForestClassifier,1200,100,0,0.3333333333333333,0.28703703703703703,0.2818901538848877,0.029711008071899414
MyRandomForest,4500,100,0,0.5666666666666667,0.5417156286721504,0.9806418418884277,0.19847369194030762
RandomForestClassifier,4500,100,0,0.5666666666666667,0.5661846496106785,0.7500431537628174,0.030395984649658203
MyRandomForest,4300,100,0,0.5666666666666667,0.5428571428571428,0.9523026943206787,0.16621708869934082
RandomForestClassifier,4300,100,0,0.6666666666666666,0.662037037037037,0.7445163726806641,0.03001880645751953
MyRandomForest,4900,100,0,0.5333333333333333,0.500925925925926,1.0514967441558838,0.19925594329833984
RandomForestClassifier,4900,100,0,0.5,0.3940949935815148,0.8348081111907959,0.030369281768798828
MyRandomForest,4700,100,0,0.4666666666666667,0.46190476190476193,0.9923150539398193,0.2007303237915039
RandomForestClassifier,4700,100,0,0.5333333333333333,0.5333333333333333,0.8105788230895996,0.032670021057128906
MyRandomForest,1000,100,0,0.6666666666666666,0.6666666666666666,0.22122788429260254,0.07635664939880371
RandomForestClassifier,1000,100,0,0.6,0.6017857142857143,0.2612931728363037,0.029056787490844727
MyRandomForest,900,100,0,0.43333333333333335,0.43270300333704115,0.20863795280456543,0.07736039161682129
RandomForestClassifier,900,100,0,0.43333333333333335,0.4276094276094276,0.23892998695373535,0.02907276153564453
MyRandomForest,4000,100,0,0.43333333333333335,0.43522432332220984,0.8810756206512451,0.19318532943725586
RandomForestClassifier,4000,100,0,0.5666666666666667,0.5443809523809524,0.7011988162994385,0.02956414222717285
MyRandomForest,3700,100,0,0.4,0.4,0.8361048698425293,0.13236689567565918
RandomForestClassifier,3700,100,0,0.36666666666666664,0.2781041911476694,0.6593711376190186,0.030150890350341797
MyRandomForest,1900,100,0,0.4666666666666667,0.4570135746606335,0.5162789821624756,0.11389017105102539
RandomForestClassifier,1900,100,0,0.36666666666666664,0.36026936026936035,0.38495826721191406,0.030556440353393555
MyRandomForest,1800,100,0,0.6333333333333333,0.6320987654320988,0.36954450607299805,0.0770716667175293
RandomForestClassifier,1800,100,0,0.5666666666666667,0.5488444966705835,0.3747439384460449,0.02978062629699707
MyRandomForest,4900,100,0,0.43333333333333335,0.4237934904601571,1.0440340042114258,0.1994924545288086
RandomForestClassifier,4900,100,0,0.6,0.5617224880382775,0.8487944602966309,0.030614614486694336
MyRandomForest,2400,100,0,0.4666666666666667,0.44253393665158375,0.6186492443084717,0.12627649307250977
RandomForestClassifier,2400,100,0,0.5,0.4961067853170189,0.4756786823272705,0.03239130973815918
MyRandomForest,2400,100,0,0.5666666666666667,0.5681257014590348,0.6198370456695557,0.08852338790893555
RandomForestClassifier,2400,100,0,0.5,0.5016835016835016,0.46677327156066895,0.029677152633666992
MyRandomForest,1800,100,0,0.43333333333333335,0.4161616161616161,0.3919999599456787,0.07739019393920898
RandomForestClassifier,1800,100,0,0.4666666666666667,0.4714285714285714,0.36447787284851074,0.03287839889526367
MyRandomForest,2500,100,0,0.6333333333333333,0.6329254727474972,0.6314613819122314,0.09830236434936523
RandomForestClassifier,2500,100,0,0.7,0.696969696969697,0.48580431938171387,0.029932260513305664
MyRandomForest,600,100,0,0.5,0.505050505050505,0.13924670219421387,0.07709193229675293
RandomForestClassifier,600,100,0,0.5666666666666667,0.5690767519466073,0.21798396110534668,0.03249979019165039
MyRandomForest,4400,100,0,0.5666666666666667,0.5652206154987023,0.9271042346954346,0.19797587394714355
RandomForestClassifier,4400,100,0,0.4666666666666667,0.46190476190476193,0.7532200813293457,0.03183603286743164
MyRandomForest,3700,100,0,0.5666666666666667,0.5535353535353535,0.8148424625396729,0.13245439529418945
RandomForestClassifier,3700,100,0,0.5,0.4848484848484848,0.6513540744781494,0.03225278854370117
MyRandomForest,200,100,0,0.6666666666666666,0.668154761904762,0.08547139167785645,0.07699728012084961
RandomForestClassifier,200,100,0,0.6,0.6,0.19349336624145508,0.03140091896057129
MyRandomForest,1100,100,0,0.4666666666666667,0.4570135746606335,0.25015830993652344,0.07683444023132324
RandomForestClassifier,1100,100,0,0.5333333333333333,0.53125,0.2700183391571045,0.02874469757080078
MyRandomForest,3000,100,0,0.5,0.48000000000000004,0.7099089622497559,0.12336945533752441
RandomForestClassifier,3000,100,0,0.5666666666666667,0.5493333333333333,0.5525648593902588,0.034302711486816406
MyRandomForest,4600,100,0,0.5,0.49158249158249157,0.9901161193847656,0.1987626552581787
RandomForestClassifier,4600,100,0,0.6,0.6,0.802009105682373,0.039563655853271484
MyRandomForest,2900,100,0,0.4,0.29500000000000004,0.6700177192687988,0.14658761024475098
RandomForestClassifier,2900,100,0,0.5333333333333333,0.4797448165869218,0.5532550811767578,0.03158760070800781
MyRandomForest,300,100,0,0.4666666666666667,0.3952153110047847,0.09578824043273926,0.07478857040405273
RandomForestClassifier,300,100,0,0.4666666666666667,0.4222222222222223,0.20647978782653809,0.0306856632232666
MyRandomForest,4500,100,0,0.5333333333333333,0.53125,1.0010850429534912,0.23897433280944824
RandomForestClassifier,4500,100,0,0.6333333333333333,0.6296296296296297,0.8064308166503906,0.039958953857421875
MyRandomForest,3600,100,0,0.5,0.4949494949494949,0.8433921337127686,0.12267470359802246
RandomForestClassifier,3600,100,0,0.6,0.5927601809954751,0.665320873260498,0.03222084045410156
MyRandomForest,2000,100,0,0.4666666666666667,0.4666666666666667,0.5265936851501465,0.08873367309570312
