implementation,n_features,n_samples,seed,accuracy,f1,train_time,test_time
MyRandomForest,20,7700,0,0.9324675324675324,0.9324485399106669,1.0710091590881348,0.0989842414855957
RandomForestClassifier,20,7700,0,0.9329004329004329,0.9328825562851891,0.9764809608459473,0.041150569915771484
MyRandomForest,20,4600,0,0.9217391304347826,0.9217241704008147,0.6255362033843994,0.08330559730529785
RandomForestClassifier,20,4600,0,0.922463768115942,0.9224534667542894,0.565953254699707,0.030226469039916992
MyRandomForest,20,600,0,0.8944444444444445,0.8943759251817736,0.09578657150268555,0.07899975776672363
RandomForestClassifier,20,600,0,0.9055555555555556,0.9054942488468501,0.19907903671264648,0.03307461738586426
MyRandomForest,20,8400,0,0.9142857142857143,0.914287657925208,1.1812810897827148,0.09939932823181152
RandomForestClassifier,20,8400,0,0.919047619047619,0.9190519023395053,1.0142242908477783,0.04140830039978027
MyRandomForest,20,7800,0,0.9235042735042736,0.9235031417600102,1.086115837097168,0.0984945297241211
RandomForestClassifier,20,7800,0,0.923931623931624,0.9239322352444339,0.943744421005249,0.04171895980834961
MyRandomForest,20,8100,0,0.9094650205761317,0.9094458841509759,1.1411736011505127,0.10304951667785645
RandomForestClassifier,20,8100,0,0.9139917695473251,0.9139904149473108,0.9842672348022461,0.04072904586791992
MyRandomForest,20,7400,0,0.9148648648648648,0.914843848494929,1.0366966724395752,0.09678339958190918
RandomForestClassifier,20,7400,0,0.9184684684684684,0.9184715976542484,0.9043738842010498,0.04159855842590332
MyRandomForest,20,5000,0,0.9393333333333334,0.9393329288887092,0.6768038272857666,0.09616971015930176
RandomForestClassifier,20,5000,0,0.9413333333333334,0.9413339591122236,0.6119184494018555,0.03201103210449219
MyRandomForest,20,7100,0,0.9370892018779343,0.9370852071928032,0.977806806564331,0.09895658493041992
RandomForestClassifier,20,7100,0,0.9394366197183098,0.9394264031222812,0.8750772476196289,0.03223156929016113
MyRandomForest,20,4400,0,0.9030303030303031,0.9030338648271655,0.5911986827850342,0.09386682510375977
RandomForestClassifier,20,4400,0,0.9053030303030303,0.9052969975792408,0.6010205745697021,0.03110337257385254
MyRandomForest,20,9300,0,0.892831541218638,0.8928157469913646,1.3271372318267822,0.10079741477966309
RandomForestClassifier,20,9300,0,0.8992831541218638,0.8992830635497541,1.1228065490722656,0.04082775115966797
MyRandomForest,20,1900,0,0.9263157894736842,0.9263021778584393,0.2534303665161133,0.07877898216247559
RandomForestClassifier,20,1900,0,0.9298245614035088,0.929817648333421,0.29908084869384766,0.04052448272705078
MyRandomForest,20,2800,0,0.8797619047619047,0.8798249345382609,0.3752753734588623,0.08128714561462402
RandomForestClassifier,20,2800,0,0.8833333333333333,0.8833333333333333,0.4027583599090576,0.04179501533508301
MyRandomForest,20,9200,0,0.9065217391304348,0.9064974389799074,1.282606601715088,0.1012105941772461
RandomForestClassifier,20,9200,0,0.9123188405797101,0.9122982119288828,1.0885875225067139,0.041756391525268555
MyRandomForest,20,8800,0,0.9314393939393939,0.9314385766528079,1.256749153137207,0.10132765769958496
RandomForestClassifier,20,8800,0,0.9325757575757576,0.932558319269481,1.068342685699463,0.0407254695892334
MyRandomForest,20,3100,0,0.9129032258064517,0.9128986836018,0.4186875820159912,0.08095121383666992
RandomForestClassifier,20,3100,0,0.910752688172043,0.9107728452824273,0.4280266761779785,0.040517568588256836
MyRandomForest,20,3200,0,0.93125,0.9312458189258223,0.42829155921936035,0.09029626846313477
RandomForestClassifier,20,3200,0,0.9239583333333333,0.9239640298268718,0.4186534881591797,0.040827035903930664
MyRandomForest,20,4500,0,0.9162962962962963,0.9163245680672838,0.6037082672119141,0.09244203567504883
RandomForestClassifier,20,4500,0,0.9111111111111111,0.9111368906680689,0.570697546005249,0.03176140785217285
MyRandomForest,20,900,0,0.8888888888888888,0.8889498685887468,0.12677836418151855,0.07905960083007812
RandomForestClassifier,20,900,0,0.8962962962962963,0.8963646123066412,0.23763227462768555,0.04229569435119629
MyRandomForest,20,400,0,0.8166666666666667,0.8164620535714285,0.07520461082458496,0.07703185081481934
RandomForestClassifier,20,400,0,0.8166666666666667,0.8161538461538462,0.19785404205322266,0.03309130668640137
MyRandomForest,20,8900,0,0.9161048689138577,0.9161134370586622,1.250753402709961,0.09957003593444824
RandomForestClassifier,20,8900,0,0.9116104868913858,0.9116159424218774,1.0682203769683838,0.04105663299560547
MyRandomForest,20,5600,0,0.9196428571428571,0.9195965220653185,0.7569718360900879,0.09460973739624023
RandomForestClassifier,20,5600,0,0.9172619047619047,0.9172193677971894,0.7050552368164062,0.04067492485046387
MyRandomForest,20,7000,0,0.8771428571428571,0.8771227947394512,0.9553976058959961,0.09714031219482422
RandomForestClassifier,20,7000,0,0.8776190476190476,0.8776138578825557,0.855504035949707,0.03160548210144043
MyRandomForest,20,2700,0,0.8802469135802469,0.880266079184902,0.3556063175201416,0.08089733123779297
RandomForestClassifier,20,2700,0,0.8777777777777778,0.8777973385495392,0.3805274963378906,0.030504703521728516
MyRandomForest,20,7100,0,0.9042253521126761,0.904230419192429,0.971834659576416,0.09799313545227051
RandomForestClassifier,20,7100,0,0.9046948356807512,0.9047005710593492,0.8779623508453369,0.041693687438964844
MyRandomForest,20,4700,0,0.9014184397163121,0.9014200760556392,0.6353814601898193,0.08387160301208496
RandomForestClassifier,20,4700,0,0.9028368794326241,0.9028343869314515,0.5884628295898438,0.04021716117858887
MyRandomForest,20,200,0,0.8333333333333334,0.8333333333333334,0.0758366584777832,0.07701969146728516
RandomForestClassifier,20,200,0,0.8333333333333334,0.8333333333333334,0.1979992389678955,0.03156256675720215
MyRandomForest,20,600,0,0.8555555555555555,0.8556447298020332,0.09543371200561523,0.07776236534118652
RandomForestClassifier,20,600,0,0.8611111111111112,0.8612612612612612,0.19661283493041992,0.0317230224609375
MyRandomForest,20,9700,0,0.9278350515463918,0.9278345402217689,1.4917714595794678,0.11648797988891602
RandomForestClassifier,20,9700,0,0.9281786941580756,0.928174241096736,1.160766839981079,0.04324173927307129
MyRandomForest,20,7600,0,0.8728070175438597,0.8726945939643382,1.0602807998657227,0.10170412063598633
RandomForestClassifier,20,7600,0,0.8714912280701754,0.8713525124564325,0.9454269409179688,0.032364845275878906
MyRandomForest,20,9100,0,0.8545787545787545,0.8542850203047548,1.28499174118042,0.10438346862792969
RandomForestClassifier,20,9100,0,0.852014652014652,0.8518286697810192,1.109867811203003,0.041930437088012695
MyRandomForest,20,4900,0,0.9115646258503401,0.9115371141003098,0.6549019813537598,0.09608030319213867
RandomForestClassifier,20,4900,0,0.9095238095238095,0.9095118746713095,0.6268887519836426,0.040953636169433594
MyRandomForest,20,5700,0,0.9350877192982456,0.9350511742314536,0.7611138820648193,0.09463214874267578
RandomForestClassifier,20,5700,0,0.9385964912280702,0.9385652859337069,0.6991152763366699,0.03081202507019043
MyRandomForest,20,9100,0,0.9307692307692308,0.9307608422112239,1.3019297122955322,0.10088300704956055
RandomForestClassifier,20,9100,0,0.9344322344322344,0.9344290408451308,1.1165995597839355,0.04070234298706055
MyRandomForest,20,8700,0,0.885823754789272,0.885813027247405,1.2217481136322021,0.09823012351989746
RandomForestClassifier,20,8700,0,0.8885057471264368,0.8885059271644516,1.1019213199615479,0.042037010192871094
MyRandomForest,20,6400,0,0.9416666666666667,0.9416191626627577,0.8723628520965576,0.09619760513305664
RandomForestClassifier,20,6400,0,0.940625,0.9405898065643391,0.8176770210266113,0.03206181526184082
MyRandomForest,20,1300,0,0.8794871794871795,0.8794276669832225,0.17951011657714844,0.07863950729370117
RandomForestClassifier,20,1300,0,0.8717948717948718,0.8717476084760687,0.25988292694091797,0.04069042205810547
MyRandomForest,20,3200,0,0.9239583333333333,0.9239552759035503,0.4166080951690674,0.07996320724487305
RandomForestClassifier,20,3200,0,0.925,0.925,0.4347090721130371,0.04128003120422363
MyRandomForest,20,4900,0,0.926530612244898,0.9265220431014315,0.6551258563995361,0.09345078468322754
RandomForestClassifier,20,4900,0,0.9285714285714286,0.9285659739267987,0.6124289035797119,0.04018831253051758
MyRandomForest,20,5000,0,0.896,0.8959378136545156,0.6771585941314697,0.09487485885620117
RandomForestClassifier,20,5000,0,0.8953333333333333,0.8952809528575717,0.6344695091247559,0.030407428741455078
MyRandomForest,20,8200,0,0.9243902439024391,0.9243891943854031,1.1553304195404053,0.10167312622070312
RandomForestClassifier,20,8200,0,0.9239837398373983,0.9239836267837432,1.0027759075164795,0.041002750396728516
MyRandomForest,20,9500,0,0.9094736842105263,0.9094736842105263,1.4510314464569092,0.11336898803710938
RandomForestClassifier,20,9500,0,0.9087719298245615,0.9087746256895193,1.210606575012207,0.041239261627197266
MyRandomForest,20,6400,0,0.9442708333333333,0.9442628952979134,0.9158666133880615,0.09804153442382812
RandomForestClassifier,20,6400,0,0.9458333333333333,0.9458286308554892,0.8123641014099121,0.031768798828125
MyRandomForest,20,3900,0,0.9136752136752136,0.9136770435807978,0.5214405059814453,0.08184504508972168
RandomForestClassifier,20,3900,0,0.9094017094017094,0.9094054177892097,0.49567580223083496,0.03235888481140137
MyRandomForest,20,1400,0,0.8333333333333334,0.8330681818181818,0.2130889892578125,0.07946062088012695
RandomForestClassifier,20,1400,0,0.8428571428571429,0.8426643689575606,0.29831719398498535,0.042218923568725586
MyRandomForest,20,5900,0,0.940677966101695,0.9406771893424233,0.8210999965667725,0.09654784202575684
RandomForestClassifier,20,5900,0,0.9418079096045198,0.9418071476406629,0.7316131591796875,0.030633211135864258
MyRandomForest,20,8400,0,0.9277777777777778,0.9277356969236835,1.1637279987335205,0.09935283660888672
RandomForestClassifier,20,8400,0,0.9246031746031746,0.9245428244615197,1.0253610610961914,0.0422971248626709
MyRandomForest,20,3300,0,0.908080808080808,0.9080962830869727,0.4366953372955322,0.09065985679626465
RandomForestClassifier,20,3300,0,0.9131313131313131,0.9131376946954196,0.4323744773864746,0.04094862937927246
MyRandomForest,20,3400,0,0.9294117647058824,0.9294237280762175,0.4496455192565918,0.08057379722595215
RandomForestClassifier,20,3400,0,0.9362745098039216,0.9362651149210975,0.44843411445617676,0.03048872947692871
MyRandomForest,20,5200,0,0.9294871794871795,0.9294864840841852,0.6974856853485107,0.09477090835571289
RandomForestClassifier,20,5200,0,0.9275641025641026,0.9275640132693204,0.638530969619751,0.029938697814941406
MyRandomForest,20,5700,0,0.8690058479532163,0.8689936580483271,0.7569682598114014,0.09617400169372559
RandomForestClassifier,20,5700,0,0.867251461988304,0.8672591347079832,0.6935238838195801,0.04110074043273926
MyRandomForest,20,7200,0,0.9148148148148149,0.9148124772596536,0.989736795425415,0.0969705581665039
RandomForestClassifier,20,7200,0,0.9180555555555555,0.9180589806107047,0.8691201210021973,0.032088518142700195
MyRandomForest,20,6600,0,0.9383838383838384,0.9382700855863674,0.9270148277282715,0.09713602066040039
RandomForestClassifier,20,6600,0,0.9358585858585858,0.9357257981511743,0.8212637901306152,0.04164934158325195
MyRandomForest,20,4600,0,0.8652173913043478,0.8652074823796946,0.6137440204620361,0.09363722801208496
RandomForestClassifier,20,4600,0,0.8543478260869565,0.8543419366046952,0.5811240673065186,0.030136585235595703
MyRandomForest,20,1100,0,0.9363636363636364,0.9363724198506808,0.14852261543273926,0.07853531837463379
RandomForestClassifier,20,1100,0,0.9393939393939394,0.9393939393939394,0.25029802322387695,0.04238080978393555
MyRandomForest,20,6700,0,0.9039800995024876,0.9039604866769937,0.9185278415679932,0.09656047821044922
RandomForestClassifier,20,6700,0,0.9049751243781095,0.9049498784056635,0.8118348121643066,0.03128790855407715
MyRandomForest,20,9400,0,0.9085106382978724,0.9085106382978724,1.427318811416626,0.10137581825256348
RandomForestClassifier,20,9400,0,0.9070921985815603,0.9070959371681155,1.1253845691680908,0.042346954345703125
MyRandomForest,20,8700,0,0.8911877394636015,0.8911243189588827,1.2113258838653564,0.10808730125427246
RandomForestClassifier,20,8700,0,0.8908045977011494,0.8907347426555231,1.0578391551971436,0.04134321212768555
MyRandomForest,20,8400,0,0.8916666666666667,0.8916818691035925,1.1806061267852783,0.09953594207763672
RandomForestClassifier,20,8400,0,0.8924603174603175,0.8924735127856575,1.0485918521881104,0.041271209716796875
MyRandomForest,20,9900,0,0.9087542087542088,0.9087373068984617,1.5023880004882812,0.11257624626159668
RandomForestClassifier,20,9900,0,0.9131313131313131,0.9130991026882604,1.176044225692749,0.04178762435913086
MyRandomForest,20,4300,0,0.896124031007752,0.8960038855981836,0.5724530220031738,0.08288812637329102
RandomForestClassifier,20,4300,0,0.9038759689922481,0.9038046701524167,0.5827798843383789,0.031607627868652344
MyRandomForest,20,4200,0,0.9103174603174603,0.9102651625441812,0.5638377666473389,0.0826728343963623
RandomForestClassifier,20,4200,0,0.9142857142857143,0.9142701595655048,0.5592529773712158,0.04208540916442871
MyRandomForest,20,700,0,0.8285714285714286,0.8288828620738876,0.10686516761779785,0.07775545120239258
RandomForestClassifier,20,700,0,0.8380952380952381,0.8383896103896104,0.204437255859375,0.03186845779418945
MyRandomForest,20,2700,0,0.8901234567901235,0.8901199399315284,0.35363006591796875,0.07977414131164551
RandomForestClassifier,20,2700,0,0.891358024691358,0.8913739226445642,0.3844420909881592,0.040499210357666016
MyRandomForest,20,7800,0,0.9179487179487179,0.9178724410834264,1.0799529552459717,0.09881424903869629
RandomForestClassifier,20,7800,0,0.9162393162393162,0.916181989703272,0.9457318782806396,0.041910648345947266
MyRandomForest,20,4400,0,0.9075757575757576,0.9075833960130418,0.5853338241577148,0.09358787536621094
RandomForestClassifier,20,4400,0,0.9015151515151515,0.9015266823486001,0.5531282424926758,0.04082608222961426
MyRandomForest,20,3600,0,0.8787037037037037,0.8785525047651573,0.4798729419708252,0.0819556713104248
RandomForestClassifier,20,3600,0,0.8861111111111111,0.8859518670691686,0.4913294315338135,0.04083657264709473
MyRandomForest,20,6100,0,0.9355191256830601,0.9354916209848142,0.8337945938110352,0.09608793258666992
RandomForestClassifier,20,6100,0,0.9366120218579235,0.9365974826534698,0.7463970184326172,0.03604578971862793
MyRandomForest,20,9100,0,0.9146520146520146,0.9146354200365869,1.2694432735443115,0.10129427909851074
RandomForestClassifier,20,9100,0,0.919047619047619,0.9190258820063145,1.0879554748535156,0.04157543182373047
MyRandomForest,20,6300,0,0.8915343915343915,0.8914609048352455,0.8531641960144043,0.09682416915893555
RandomForestClassifier,20,6300,0,0.8957671957671958,0.8957228598761455,0.7607555389404297,0.040822505950927734
MyRandomForest,20,4000,0,0.91,0.9098898776418243,0.5524754524230957,0.08497762680053711
RandomForestClassifier,20,4000,0,0.9133333333333333,0.9132272895810161,0.5148727893829346,0.03287792205810547
MyRandomForest,20,8600,0,0.9375968992248062,0.9375825945020498,1.2280030250549316,0.10166239738464355
RandomForestClassifier,20,8600,0,0.9403100775193799,0.9402986294615181,1.0367186069488525,0.04197192192077637
MyRandomForest,20,3700,0,0.8873873873873874,0.8871673284684739,0.49075794219970703,0.09157085418701172
RandomForestClassifier,20,3700,0,0.8900900900900901,0.8899186733562515,0.4873366355895996,0.04147839546203613
MyRandomForest,20,7100,0,0.8901408450704226,0.8901391015648968,0.9678459167480469,0.09734964370727539
RandomForestClassifier,20,7100,0,0.8924882629107981,0.8924876230755079,0.8740475177764893,0.04201483726501465
MyRandomForest,20,5000,0,0.9,0.8999918221640687,0.6658563613891602,0.09273719787597656
RandomForestClassifier,20,5000,0,0.9066666666666666,0.9066816009557945,0.6218502521514893,0.030132055282592773
MyRandomForest,20,4100,0,0.9235772357723577,0.9235899669719745,0.5330991744995117,0.0824897289276123
RandomForestClassifier,20,4100,0,0.9260162601626016,0.9260275574134905,0.508591890335083,0.04111337661743164
MyRandomForest,20,6000,0,0.9133333333333333,0.913301868929601,0.8258042335510254,0.09692025184631348
RandomForestClassifier,20,6000,0,0.9188888888888889,0.9188744676936829,0.758798360824585,0.030559539794921875
MyRandomForest,20,6800,0,0.9068627450980392,0.906843942225209,0.9370450973510742,0.09669256210327148
RandomForestClassifier,20,6800,0,0.9073529411764706,0.9073401386891246,0.841249942779541,0.04164934158325195
MyRandomForest,20,2000,0,0.8966666666666666,0.8966459917300253,0.26232433319091797,0.07891058921813965
RandomForestClassifier,20,2000,0,0.9016666666666666,0.9016297686053785,0.34254026412963867,0.041383981704711914
MyRandomForest,20,9400,0,0.8780141843971632,0.8780240019912592,1.4304869174957275,0.13578271865844727
RandomForestClassifier,20,9400,0,0.874822695035461,0.8748346431133999,1.1356022357940674,0.041776418685913086
MyRandomForest,20,1600,0,0.9020833333333333,0.9020693082629094,0.21980047225952148,0.07794690132141113
RandomForestClassifier,20,1600,0,0.9020833333333333,0.902038700360175,0.29313015937805176,0.04095172882080078
MyRandomForest,20,5700,0,0.8923976608187134,0.8923923615813644,0.7753512859344482,0.09772682189941406
RandomForestClassifier,20,5700,0,0.8918128654970761,0.8917995074115714,0.723522424697876,0.03163266181945801
MyRandomForest,20,2600,0,0.8730769230769231,0.8729777277142668,0.33309268951416016,0.07946109771728516
RandomForestClassifier,20,2600,0,0.8717948717948718,0.871779695998446,0.3666036128997803,0.04085493087768555
MyRandomForest,20,4000,0,0.94,0.9399889851912016,0.5311846733093262,0.08368921279907227
RandomForestClassifier,20,4000,0,0.9391666666666667,0.9391438583823909,0.5264828205108643,0.030458688735961914
MyRandomForest,20,9300,0,0.9329749103942653,0.932972972972973,1.3584470748901367,0.11090564727783203
RandomForestClassifier,20,9300,0,0.9308243727598566,0.9308232974420922,1.1613802909851074,0.04295468330383301
MyRandomForest,20,5100,0,0.8967320261437909,0.8965834109078962,0.6866409778594971,0.08527493476867676
RandomForestClassifier,20,5100,0,0.9013071895424837,0.9011395715149483,0.6420269012451172,0.030782699584960938
MyRandomForest,20,8300,0,0.9180722891566265,0.9180733991621541,1.1543009281158447,0.0989375114440918
RandomForestClassifier,20,8300,0,0.921285140562249,0.9212859531231786,1.0065088272094727,0.04149436950683594
MyRandomForest,20,6700,0,0.9313432835820895,0.9313449150142789,0.925102949142456,0.09790921211242676
RandomForestClassifier,20,6700,0,0.9273631840796019,0.9273643347379098,0.835533618927002,0.030519485473632812
MyRandomForest,20,8400,0,0.9075396825396825,0.9074773291247155,1.2226145267486572,0.09973263740539551
RandomForestClassifier,20,8400,0,0.9119047619047619,0.9118892709383678,1.0173933506011963,0.040923118591308594
MyRandomForest,20,7900,0,0.9316455696202531,0.9316332531031817,1.084557056427002,0.09901857376098633
RandomForestClassifier,20,7900,0,0.9291139240506329,0.9290913046323799,0.9731507301330566,0.04201459884643555
MyRandomForest,20,1000,0,0.8566666666666667,0.8559181182777585,0.1383054256439209,0.07837438583374023
RandomForestClassifier,20,1000,0,0.86,0.8593400673400673,0.2425391674041748,0.031500816345214844
MyRandomForest,20,7900,0,0.9092827004219409,0.9092778389956411,1.091984510421753,0.09916329383850098
RandomForestClassifier,20,7900,0,0.9130801687763713,0.913082954239865,0.9626731872558594,0.04207587242126465
MyRandomForest,20,600,0,0.9,0.9,0.09598660469055176,0.07817983627319336
RandomForestClassifier,20,600,0,0.9166666666666666,0.9166589484733414,0.1966722011566162,0.03239893913269043
MyRandomForest,20,6100,0,0.8836065573770492,0.8835887238087918,0.8297634124755859,0.09782671928405762
RandomForestClassifier,20,6100,0,0.8830601092896175,0.8830292303265342,0.7638742923736572,0.032987356185913086
MyRandomForest,20,2800,0,0.9369047619047619,0.936915226631797,0.36489129066467285,0.08353638648986816
RandomForestClassifier,20,2800,0,0.9345238095238095,0.934531700335367,0.3949136734008789,0.04072093963623047
MyRandomForest,20,8500,0,0.9290196078431373,0.9290016704310393,1.2387042045593262,0.09858250617980957
RandomForestClassifier,20,8500,0,0.927843137254902,0.9278292870238428,1.0285205841064453,0.041677236557006836
MyRandomForest,20,3700,0,0.8774774774774775,0.8775252152301333,0.4890005588531494,0.09197020530700684
RandomForestClassifier,20,3700,0,0.8738738738738738,0.8739394431163258,0.46901559829711914,0.040689706802368164
MyRandomForest,20,400,0,0.8583333333333333,0.858540635960328,0.07655620574951172,0.07664012908935547
RandomForestClassifier,20,400,0,0.8583333333333333,0.8585797101449276,0.19411516189575195,0.03121638298034668
MyRandomForest,20,6200,0,0.9091397849462366,0.9091325612573865,0.8452250957489014,0.09617352485656738
RandomForestClassifier,20,6200,0,0.9096774193548387,0.9096774193548387,0.7636637687683105,0.04153728485107422
MyRandomForest,20,100,0,0.7666666666666667,0.7626666666666667,0.06638550758361816,0.07787966728210449
RandomForestClassifier,20,100,0,0.8333333333333334,0.8304761904761905,0.1901836395263672,0.030849695205688477
MyRandomForest,20,1500,0,0.8666666666666667,0.8665559706655597,0.20066213607788086,0.0797426700592041
RandomForestClassifier,20,1500,0,0.8644444444444445,0.8644022613976825,0.2758650779724121,0.04137539863586426
MyRandomForest,20,2500,0,0.8813333333333333,0.8813360766760739,0.33513450622558594,0.07852602005004883
RandomForestClassifier,20,2500,0,0.8826666666666667,0.8826750118539592,0.3667755126953125,0.040635108947753906
MyRandomForest,20,8100,0,0.9386831275720164,0.938674434693885,1.1618435382843018,0.10520482063293457
RandomForestClassifier,20,8100,0,0.9411522633744855,0.941147907879056,0.9733343124389648,0.0417170524597168
MyRandomForest,20,10000,0,0.9243333333333333,0.9243324505122973,1.5415070056915283,0.1369485855102539
RandomForestClassifier,20,10000,0,0.9236666666666666,0.9236634690881046,1.225229263305664,0.04198002815246582
MyRandomForest,20,4400,0,0.9053030303030303,0.9051558888720324,0.5722661018371582,0.08303523063659668
RandomForestClassifier,20,4400,0,0.9007575757575758,0.9006472351178233,0.5664107799530029,0.03107929229736328
MyRandomForest,20,6200,0,0.8295698924731183,0.8278687043415603,0.8626258373260498,0.09728074073791504
RandomForestClassifier,20,6200,0,0.8478494623655914,0.847205278572785,0.7618193626403809,0.04092001914978027
MyRandomForest,20,1600,0,0.8854166666666666,0.8853942846807741,0.2104203701019287,0.0777735710144043
RandomForestClassifier,20,1600,0,0.8854166666666666,0.8854062224652873,0.26947855949401855,0.03058648109436035
MyRandomForest,20,6300,0,0.91005291005291,0.9100444475639502,0.8526115417480469,0.09578561782836914
RandomForestClassifier,20,6300,0,0.9010582010582011,0.9010333449232014,0.7641685009002686,0.03068256378173828
MyRandomForest,20,8300,0,0.906425702811245,0.9064205555100889,1.1657676696777344,0.09864521026611328
RandomForestClassifier,20,8300,0,0.9068273092369478,0.9068249646740079,1.0318455696105957,0.0406949520111084
MyRandomForest,20,1600,0,0.8854166666666666,0.8853223741787166,0.21192216873168945,0.0787508487701416
RandomForestClassifier,20,1600,0,0.8895833333333333,0.889592453163739,0.28000736236572266,0.0415797233581543
MyRandomForest,20,5900,0,0.8983050847457628,0.8982991080113707,0.7890901565551758,0.08554863929748535
RandomForestClassifier,20,5900,0,0.8994350282485876,0.8994350282485876,0.7287695407867432,0.03158712387084961
MyRandomForest,20,2100,0,0.9158730158730158,0.9158685646088989,0.27216553688049316,0.07936286926269531
RandomForestClassifier,20,2100,0,0.9158730158730158,0.9158719560695883,0.33913660049438477,0.041289567947387695
MyRandomForest,20,700,0,0.8809523809523809,0.880781999980528,0.10636067390441895,0.07773685455322266
RandomForestClassifier,20,700,0,0.8761904761904762,0.8760555216727439,0.2061309814453125,0.0317842960357666
MyRandomForest,20,5800,0,0.9316091954022988,0.9316059650297489,0.7783725261688232,0.09588241577148438
RandomForestClassifier,20,5800,0,0.9287356321839081,0.9287100139168682,0.7155306339263916,0.030753374099731445
MyRandomForest,20,4600,0,0.9130434782608695,0.9130275601669642,0.6152112483978271,0.08341693878173828
RandomForestClassifier,20,4600,0,0.9202898550724637,0.9202853277161188,0.585214376449585,0.04045844078063965
MyRandomForest,20,8600,0,0.912015503875969,0.9119356463847601,1.227651834487915,0.10166811943054199
RandomForestClassifier,20,8600,0,0.915891472868217,0.9158336154739092,1.0477879047393799,0.0419468879699707
MyRandomForest,20,1600,0,0.89375,0.893779062951819,0.20997071266174316,0.07872200012207031
RandomForestClassifier,20,1600,0,0.8895833333333333,0.8896135318130447,0.30253076553344727,0.030465126037597656
MyRandomForest,20,3200,0,0.9322916666666666,0.9322508311318933,0.426285982131958,0.08062481880187988
RandomForestClassifier,20,3200,0,0.921875,0.9218363778351216,0.43799853324890137,0.039940595626831055
MyRandomForest,20,2100,0,0.9095238095238095,0.9095021338800641,0.2718324661254883,0.07933545112609863
RandomForestClassifier,20,2100,0,0.9063492063492063,0.9063371638428811,0.3275330066680908,0.04143404960632324
MyRandomForest,20,3900,0,0.9444444444444444,0.9444657701736321,0.5417499542236328,0.09134531021118164
RandomForestClassifier,20,3900,0,0.9393162393162393,0.9393296007870006,0.5288231372833252,0.041787147521972656
MyRandomForest,20,7800,0,0.9209401709401709,0.9209367778609365,1.0969221591949463,0.09854507446289062
RandomForestClassifier,20,7800,0,0.9179487179487179,0.9179473992771394,0.9559783935546875,0.040566444396972656
MyRandomForest,20,500,0,0.8666666666666667,0.8656007751937985,0.08624577522277832,0.0772247314453125
RandomForestClassifier,20,500,0,0.86,0.8593992501919689,0.1912069320678711,0.033200740814208984
MyRandomForest,20,3500,0,0.9161904761904762,0.9161819561484085,0.4584200382232666,0.08228278160095215
RandomForestClassifier,20,3500,0,0.9123809523809524,0.9123809523809524,0.4466698169708252,0.040845394134521484
MyRandomForest,20,8200,0,0.9317073170731708,0.9317032543540742,1.1448700428009033,0.0981605052947998
RandomForestClassifier,20,8200,0,0.9300813008130081,0.930075015304804,0.995743989944458,0.04174375534057617
MyRandomForest,20,600,0,0.8833333333333333,0.8833657497452998,0.0881195068359375,0.07703948020935059
RandomForestClassifier,20,600,0,0.8888888888888888,0.8889163271185743,0.19924211502075195,0.0319218635559082
MyRandomForest,20,6100,0,0.9295081967213115,0.9294646681703534,0.8134827613830566,0.09549379348754883
